date,initial_emotion,music_name,last_emotion,rated_emotion,instant_seconds|percentages|dominant_emotion,precipitaProb,tMin,tMax,predWindDir,idWeatherType,classWindSpeed,classPrecInt,local,sunrise,sunset,day_length,cloud_pct,temp,feels_like,humidity,min_temp,max_temp,wind_speed,wind_degrees,timeOfDay
26/05/2023T16:59:31,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,6|0.0-0.0-0.0-4.3-0.001-0.0-95.699|neutral;9|0.0-0.0-0.0-0.159-0.026-0.0-99.815|neutral;12|0.0-0.0-0.0-0.084-0.129-0.0-99.788|neutral;15|0.0-0.0-0.0-31.873-0.004-0.0-68.123|neutral;18|0.0-0.0-0.0-0.025-0.0-0.0-99.975|neutral;21|0.0-0.0-0.0-56.377-0.002-0.0-43.621|happy;24|0.018-0.0-0.017-34.693-0.139-0.011-65.123|neutral;27|0.0-0.0-0.0-95.937-0.001-0.0-4.063|happy;30|0.001-0.0-0.0-87.541-0.119-0.0-12.339|happy;33|0.002-0.0-0.0-92.657-0.233-0.0-7.109|happy;36|0.011-0.0-0.0-96.732-0.009-0.0-3.248|happy;39|0.0-0.0-0.001-18.191-0.167-0.0-81.64|neutral;42|0.0-0.0-0.0-10.637-0.0-0.0-89.363|neutral;45|14.878-0.0-0.0-68.366-0.211-0.0-16.545|happy;48|0.012-0.0-0.001-26.788-0.049-0.004-73.146|neutral;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,21,21,64,18,22,6.17,200,Afternoon
26/05/2023T17:00:57,sad,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,sad,6|0.0-0.0-0.0-4.3-0.001-0.0-95.699|neutral;9|0.0-0.0-0.0-0.159-0.026-0.0-99.815|neutral;12|0.0-0.0-0.0-0.084-0.129-0.0-99.788|neutral;15|0.0-0.0-0.0-31.873-0.004-0.0-68.123|neutral;18|0.0-0.0-0.0-0.025-0.0-0.0-99.975|neutral;21|0.0-0.0-0.0-56.377-0.002-0.0-43.621|happy;24|0.018-0.0-0.017-34.693-0.139-0.011-65.123|neutral;27|0.0-0.0-0.0-95.937-0.001-0.0-4.063|happy;30|0.001-0.0-0.0-87.541-0.119-0.0-12.339|happy;33|0.002-0.0-0.0-92.657-0.233-0.0-7.109|happy;36|0.011-0.0-0.0-96.732-0.009-0.0-3.248|happy;39|0.0-0.0-0.001-18.191-0.167-0.0-81.64|neutral;42|0.0-0.0-0.0-10.637-0.0-0.0-89.363|neutral;45|14.878-0.0-0.0-68.366-0.211-0.0-16.545|happy;48|0.012-0.0-0.001-26.788-0.049-0.004-73.146|neutral;6|1.18-0.0-0.074-0.514-71.667-0.024-26.54|sad;9|0.013-0.0-0.283-60.256-1.738-1.34-36.371|happy;12|0.155-0.015-6.565-24.095-63.184-0.027-5.959|sad;15|0.008-0.001-0.099-31.629-32.273-0.001-35.987|neutral;18|31.472-0.007-2.693-64.486-0.239-0.087-1.015|happy;21|0.0-0.0-0.0-2.292-0.004-0.0-97.704|neutral;24|22.82-0.0-0.965-0.121-2.708-0.002-73.385|neutral;27|0.0-0.0-0.0-0.003-0.04-0.0-99.957|neutral;30|0.0-0.0-0.0-0.081-0.009-0.0-99.91|neutral;33|0.0-0.0-0.0-0.312-0.001-0.0-99.687|neutral;36|0.0-0.0-0.0-0.233-0.001-0.0-99.767|neutral;39|0.009-0.0-0.018-0.187-0.573-0.0-99.213|neutral;42|0.003-0.0-0.0-0.476-0.016-0.0-99.504|neutral;45|0.0-0.0-0.0-0.062-0.003-0.0-99.935|neutral;48|0.0-0.0-0.0-3.997-0.001-0.0-96.002|neutral;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,63,18,23,6.17,200,Afternoon
26/05/2023T17:11:46,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,6|6.312-0.0-8.135-0.003-17.434-0.0-68.115|neutral;9|26.221-0.0-0.0-0.349-4.044-0.0-69.386|neutral;12|20.276-0.0-0.879-0.002-8.321-0.002-70.521|neutral;15|0.335-0.001-0.035-0.016-10.827-0.001-88.786|neutral;18|6.377-0.004-90.46-0.029-0.193-2.281-0.656|fear;21|0.772-0.0-48.7-0.023-7.073-0.055-43.377|fear;24|6.968-0.0-0.223-0.056-6.317-0.0-86.436|neutral;27|1.066-0.0-0.005-0.009-1.851-0.0-97.069|neutral;30|3.215-0.0-0.0-0.08-0.934-0.0-95.771|neutral;33|39.167-0.001-0.315-0.099-9.638-0.001-50.779|neutral;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,1,23,23,65,18,23,7.06,228,Afternoon
26/05/2023T17:13:48,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,6|6.312-0.0-8.135-0.003-17.434-0.0-68.115|neutral;9|26.221-0.0-0.0-0.349-4.044-0.0-69.386|neutral;12|20.276-0.0-0.879-0.002-8.321-0.002-70.521|neutral;15|0.335-0.001-0.035-0.016-10.827-0.001-88.786|neutral;18|6.377-0.004-90.46-0.029-0.193-2.281-0.656|fear;21|0.772-0.0-48.7-0.023-7.073-0.055-43.377|fear;24|6.968-0.0-0.223-0.056-6.317-0.0-86.436|neutral;27|1.066-0.0-0.005-0.009-1.851-0.0-97.069|neutral;30|3.215-0.0-0.0-0.08-0.934-0.0-95.771|neutral;33|39.167-0.001-0.315-0.099-9.638-0.001-50.779|neutral;6|0.004-0.0-0.021-0.495-0.025-0.011-99.444|neutral;9|6.027-0.0-0.106-2.285-0.45-0.062-91.069|neutral;12|0.008-0.0-0.003-0.089-0.409-0.0-99.491|neutral;15|22.729-0.001-1.011-0.0-76.259-0.0-0.0|sad;18|0.272-0.0-0.02-0.0-99.708-0.0-0.0|sad;21|2.21-0.001-37.868-0.177-2.276-52.521-4.947|surprise;24|0.0-0.0-0.0-0.017-0.014-0.0-99.968|neutral;27|5.046-0.0-51.484-0.04-6.732-1.574-35.124|fear;30|18.87-0.0-0.094-0.095-2.143-0.004-78.795|neutral;33|0.202-0.0-1.028-0.005-17.494-0.0-81.27|neutral;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,1,23,23,65,18,23,7.06,228,Afternoon
26/05/2023T17:15:42,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,fear,neutral,6|0.002-0.0-0.002-0.026-0.095-0.002-99.874|neutral;9|0.006-0.0-0.003-0.014-0.076-0.0-99.901|neutral;12|0.006-0.0-0.018-2.989-0.069-0.001-96.917|neutral;15|7.236-0.699-82.572-0.228-6.116-1.825-1.324|fear;18|0.13-0.0-0.02-0.005-0.886-0.0-98.959|neutral;21|7.9-0.0-30.72-0.409-11.752-0.15-49.069|neutral;24|0.818-0.0-0.948-0.048-2.589-0.0-95.597|neutral;27|13.907-0.001-2.966-0.022-16.524-0.003-66.576|neutral;30|1.656-0.002-74.861-2.836-8.779-0.118-11.747|fear;33|2.943-0.002-8.302-0.033-45.839-0.009-42.872|sad;36|0.097-0.0-2.944-1.147-1.0-0.007-94.805|neutral;39|0.041-0.0-15.664-0.07-0.006-84.187-0.033|surprise;42|0.108-0.0-6.415-0.109-0.647-36.984-55.737|neutral;45|0.001-0.0-0.039-0.121-0.361-0.0-99.477|neutral;48|7.043-0.016-84.469-0.063-1.429-3.279-3.701|fear;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,1,23,23,65,18,23,7.06,228,Afternoon
26/05/2023T17:19:29,happy,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,fear,neutral,6|0.195-0.0-4.127-88.67-4.77-0.0-2.237|happy;9|1.275-0.0-0.057-0.055-1.989-0.0-96.625|neutral;12|17.248-0.0-1.352-0.019-0.165-0.06-81.157|neutral;15|3.44-0.0-4.84-0.062-17.958-0.022-73.677|neutral;18|23.945-0.001-26.797-1.139-13.828-33.369-0.921|surprise;21|0.209-0.0-77.661-21.431-0.051-0.528-0.12|fear;24|1.187-0.0-2.087-0.393-14.694-0.0-81.64|neutral;27|4.529-0.274-86.867-0.32-7.547-0.056-0.407|fear;30|0.372-0.0-0.001-0.034-0.358-0.0-99.235|neutral;33|0.094-0.0-0.003-0.059-0.26-0.001-99.583|neutral;36|1.876-0.0-0.185-0.011-10.601-0.0-87.327|neutral;39|0.111-0.0-94.284-0.099-0.445-0.159-4.902|fear;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:31:51,fear,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,6|0.996-0.002-88.214-0.462-0.422-0.677-9.226|fear;9|1.872-0.0-0.049-0.006-3.833-0.0-94.24|neutral;12|0.599-0.0-3.478-0.056-1.963-0.079-93.825|neutral;15|2.318-0.004-93.095-0.104-0.147-2.093-2.24|fear;18|12.669-0.0-46.431-0.002-11.343-0.285-29.271|fear;21|7.501-0.0-0.003-0.009-59.662-0.0-32.825|sad;24|5.879-0.0-0.0-6.346-55.795-0.0-31.981|sad;27|3.219-0.0-0.083-2.178-37.201-0.002-57.317|neutral;30|57.379-0.001-1.768-0.414-27.007-0.007-13.424|angry;33|45.875-0.0-0.0-0.72-35.196-0.0-18.209|angry;36|84.189-0.0-0.011-0.472-13.127-0.0-2.201|angry;39|34.589-0.0-0.001-4.223-57.963-0.0-3.224|sad;42|59.755-0.0-0.0-1.783-32.638-0.0-5.823|angry;45|65.864-0.0-0.001-0.062-33.049-0.0-1.025|angry;48|33.306-0.0-0.0-2.428-63.264-0.0-1.002|sad;51|4.762-0.069-29.848-0.937-3.907-3.225-57.254|neutral;54|2.191-0.0-19.794-0.408-12.468-9.626-55.513|neutral;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:32:28,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,sad,happy,6|0.996-0.002-88.214-0.462-0.422-0.677-9.226|fear;9|1.872-0.0-0.049-0.006-3.833-0.0-94.24|neutral;12|0.599-0.0-3.478-0.056-1.963-0.079-93.825|neutral;15|2.318-0.004-93.095-0.104-0.147-2.093-2.24|fear;18|12.669-0.0-46.431-0.002-11.343-0.285-29.271|fear;21|7.501-0.0-0.003-0.009-59.662-0.0-32.825|sad;24|5.879-0.0-0.0-6.346-55.795-0.0-31.981|sad;27|3.219-0.0-0.083-2.178-37.201-0.002-57.317|neutral;30|57.379-0.001-1.768-0.414-27.007-0.007-13.424|angry;33|45.875-0.0-0.0-0.72-35.196-0.0-18.209|angry;36|84.189-0.0-0.011-0.472-13.127-0.0-2.201|angry;39|34.589-0.0-0.001-4.223-57.963-0.0-3.224|sad;42|59.755-0.0-0.0-1.783-32.638-0.0-5.823|angry;45|65.864-0.0-0.001-0.062-33.049-0.0-1.025|angry;48|33.306-0.0-0.0-2.428-63.264-0.0-1.002|sad;51|4.762-0.069-29.848-0.937-3.907-3.225-57.254|neutral;54|2.191-0.0-19.794-0.408-12.468-9.626-55.513|neutral;6|0.0-0.0-0.0-0.166-0.025-0.0-99.809|neutral;9|38.22-0.0-0.186-0.0-21.616-0.0-39.977|neutral;12|3.385-0.003-0.02-0.056-13.202-0.001-83.334|neutral;15|1.72-0.001-0.088-0.14-30.357-0.001-67.693|neutral;18|3.361-0.006-0.414-0.03-11.761-0.001-84.427|neutral;21|10.943-0.003-0.693-0.005-32.999-0.0-55.357|neutral;24|2.098-0.0-0.187-0.0-38.364-0.0-59.351|neutral;27|0.558-0.0-0.029-0.0-17.967-0.0-81.446|neutral;30|7.986-0.0-0.104-0.0-46.989-0.0-44.922|sad;33|5.23-0.0-0.149-0.0-41.821-0.0-52.8|neutral;36|0.035-0.0-0.0-0.0-2.223-0.0-97.742|neutral;39|0.66-0.0-0.053-0.001-18.004-0.0-81.282|neutral;42|0.036-0.0-0.0-0.0-1.524-0.0-98.44|neutral;45|4.586-0.0-0.495-0.0-91.736-0.0-3.183|sad;48|1.434-0.0-0.14-0.011-72.091-0.0-26.324|sad;51|2.672-0.0-0.133-0.0-66.565-0.0-30.63|sad;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:33:22,angry,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,angry,neutral,6|94.889-0.0-0.0-0.216-4.846-0.0-0.048|angry;9|78.35-2.115-0.579-3.221-3.8-0.874-11.061|angry;12|49.159-0.0-0.082-0.0-50.758-0.0-0.001|sad;15|0.007-0.0-0.042-0.0-7.127-0.0-92.824|neutral;18|0.094-0.0-7.723-0.065-91.913-0.0-0.205|sad;36|22.256-0.049-2.069-0.0-75.624-0.0-0.001|sad;39|0.135-0.001-0.408-0.0-99.456-0.0-0.0|sad;45|5.294-0.0-26.935-0.0-67.769-0.0-0.001|sad;48|0.01-0.0-0.027-0.0-99.963-0.0-0.0|sad;51|43.422-0.0-0.01-3.585-15.837-0.0-37.145|angry;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:34:23,happy,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,sad,neutral,6|6.964-0.008-5.335-83.57-0.543-0.51-3.069|happy;21|0.3-0.0-0.052-0.049-1.724-0.0-97.875|neutral;24|61.981-0.151-23.105-0.01-2.057-6.135-6.561|angry;27|19.162-0.001-25.337-0.872-1.893-0.578-52.157|neutral;30|2.521-0.004-5.713-1.865-0.073-1.666-88.158|neutral;33|6.294-0.0-0.097-0.494-0.329-0.0-92.785|neutral;36|0.212-0.0-3.792-0.067-0.186-95.085-0.658|surprise;39|0.011-0.0-3.037-0.282-0.117-94.743-1.811|surprise;42|0.192-0.0-0.4-0.168-0.318-9.284-89.637|neutral;45|0.093-0.0-0.008-0.263-0.04-0.002-99.595|neutral;48|1.264-0.0-1.396-0.06-8.121-0.188-88.97|neutral;51|0.314-0.012-96.605-1.074-0.213-0.86-0.923|fear;54|27.308-0.0-0.039-0.0-62.226-0.0-10.427|sad;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:34:59,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,angry,neutral,6|6.964-0.008-5.335-83.57-0.543-0.51-3.069|happy;21|0.3-0.0-0.052-0.049-1.724-0.0-97.875|neutral;24|61.981-0.151-23.105-0.01-2.057-6.135-6.561|angry;27|19.162-0.001-25.337-0.872-1.893-0.578-52.157|neutral;30|2.521-0.004-5.713-1.865-0.073-1.666-88.158|neutral;33|6.294-0.0-0.097-0.494-0.329-0.0-92.785|neutral;36|0.212-0.0-3.792-0.067-0.186-95.085-0.658|surprise;39|0.011-0.0-3.037-0.282-0.117-94.743-1.811|surprise;42|0.192-0.0-0.4-0.168-0.318-9.284-89.637|neutral;45|0.093-0.0-0.008-0.263-0.04-0.002-99.595|neutral;48|1.264-0.0-1.396-0.06-8.121-0.188-88.97|neutral;51|0.314-0.012-96.605-1.074-0.213-0.86-0.923|fear;54|27.308-0.0-0.039-0.0-62.226-0.0-10.427|sad;6|2.722-0.0-0.045-0.0-0.52-0.0-96.712|neutral;9|2.356-0.001-17.021-5.25-3.531-6.178-65.663|neutral;12|92.951-0.0-0.0-0.262-5.396-0.0-1.391|angry;15|0.012-0.0-0.084-0.006-1.051-0.0-98.848|neutral;18|0.685-0.0-1.242-27.895-1.041-8.622-60.514|neutral;21|1.603-0.0-0.031-52.61-0.205-0.002-45.549|happy;24|93.565-0.0-0.0-0.012-0.453-0.0-5.97|angry;27|72.777-0.0-0.082-0.0-26.766-0.0-0.375|angry;30|0.004-0.0-0.03-0.0-0.773-0.001-99.192|neutral;33|97.843-0.0-0.0-0.002-0.034-0.0-2.121|angry;36|0.029-0.0-0.007-0.0-0.084-0.0-99.88|neutral;39|61.687-0.001-26.437-0.027-2.546-0.089-9.213|angry;42|6.886-0.0-0.0-0.038-23.658-0.0-69.418|neutral;45|3.161-0.0-0.001-0.0-1.377-0.0-95.461|neutral;48|0.05-0.0-12.983-0.295-2.268-0.002-84.401|neutral;51|38.428-0.0-0.217-52.96-0.278-1.209-6.908|happy;54|58.286-0.0-0.079-0.0-41.635-0.0-0.0|angry;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:40:49,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,angry,neutral,6|0.0-0.0-0.018-0.085-0.031-0.042-99.824|neutral;9|94.169-0.0-0.584-0.002-5.199-0.0-0.046|angry;12|13.956-0.0-0.427-0.0-76.544-0.0-9.072|sad;15|25.01-0.0-0.058-0.0-74.923-0.0-0.009|sad;18|0.846-0.0-0.41-0.001-97.006-0.0-1.738|sad;21|7.293-0.0-5.049-0.001-8.929-0.004-78.725|neutral;24|0.073-0.0-0.0-0.0-0.63-0.0-99.297|neutral;27|0.0-0.0-0.0-0.111-0.003-0.0-99.886|neutral;30|2.666-0.0-4.861-0.058-0.762-88.725-2.929|surprise;33|0.0-0.0-0.0-0.133-0.026-0.0-99.841|neutral;36|9.143-0.0-0.781-0.058-8.665-0.003-81.35|neutral;39|0.447-0.0-92.418-0.021-0.618-0.218-6.277|fear;42|0.005-0.0-0.0-0.827-0.08-0.0-99.088|neutral;45|0.738-0.0-0.008-0.301-0.443-0.0-98.51|neutral;48|1.251-0.0-0.73-89.136-0.429-0.002-8.453|happy;51|52.273-0.0-4.99-4.353-3.289-0.004-35.091|angry;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
26/05/2023T17:41:53,fear,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,6|2.664-0.0-93.01-0.0-3.469-0.0-0.857|fear;9|61.305-0.1-1.303-0.017-33.321-0.006-3.948|angry;12|0.368-0.0-5.649-0.044-49.256-0.002-44.681|sad;15|19.01-0.0-0.473-0.193-72.012-0.003-8.309|sad;18|0.002-0.0-0.057-0.0-1.044-0.0-98.896|neutral;21|0.003-0.0-0.656-0.297-0.618-0.15-98.276|neutral;24|81.969-0.0-0.0-12.713-0.989-0.0-4.329|angry;27|52.722-0.0-2.943-35.764-6.113-0.021-2.437|angry;30|57.783-0.0-0.0-6.755-8.345-0.0-27.118|angry;33|35.176-0.0-0.0-3.659-6.208-0.0-54.957|neutral;36|76.428-0.0-0.0-7.17-5.305-0.0-11.096|angry;39|25.71-0.0-0.0-0.323-15.736-0.0-58.23|neutral;42|20.83-0.0-0.0-1.314-4.759-0.0-73.097|neutral;45|0.547-0.0-4.595-0.008-2.107-0.001-92.743|neutral;48|26.888-0.0-0.001-0.06-1.795-0.0-71.256|neutral;51|4.039-0.0-0.0-0.154-0.863-0.0-94.945|neutral;54|1.254-0.0-0.0-1.095-0.047-0.0-97.604|neutral;,55.0,13,25,SW,Showers/rain,Moderate,Moderate,Leiria,05:10:45,19:53:45,14:43:00,75,22,22,65,18,23,5.66,230,Afternoon
27/05/2023T11:37:46,sad,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,9|0.0-0.0-31.347-0.023-60.078-0.0-8.552|sad;12|0.0-0.0-0.0-0.007-0.009-0.0-99.983|neutral;15|0.0-0.0-13.634-2.655-0.068-0.0-83.643|neutral;18|0.0-0.0-0.189-1.04-0.047-0.0-98.724|neutral;24|0.0-0.0-0.0-0.052-0.0-0.0-99.948|neutral;27|0.0-0.0-0.0-0.06-0.002-0.0-99.938|neutral;30|0.0-0.0-17.382-0.05-2.075-0.0-80.493|neutral;33|0.0-0.0-0.009-0.004-0.106-0.0-99.881|neutral;36|0.0-0.0-1.976-0.008-0.653-0.0-97.362|neutral;39|0.001-0.0-0.02-0.007-0.053-0.0-99.92|neutral;,99.0,13,25,NW,Showers/rain,Weak,Moderate,Leiria,05:10:10,19:54:34,14:44:24,75,21,21,68,19,23,1.54,0,Morning
27/05/2023T11:38:26,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,sad,neutral,9|0.0-0.0-31.347-0.023-60.078-0.0-8.552|sad;12|0.0-0.0-0.0-0.007-0.009-0.0-99.983|neutral;15|0.0-0.0-13.634-2.655-0.068-0.0-83.643|neutral;18|0.0-0.0-0.189-1.04-0.047-0.0-98.724|neutral;24|0.0-0.0-0.0-0.052-0.0-0.0-99.948|neutral;27|0.0-0.0-0.0-0.06-0.002-0.0-99.938|neutral;30|0.0-0.0-17.382-0.05-2.075-0.0-80.493|neutral;33|0.0-0.0-0.009-0.004-0.106-0.0-99.881|neutral;36|0.0-0.0-1.976-0.008-0.653-0.0-97.362|neutral;39|0.001-0.0-0.02-0.007-0.053-0.0-99.92|neutral;42|0.001-0.0-0.371-0.028-0.54-0.0-99.061|neutral;6|0.0-0.0-17.07-0.135-33.822-0.0-48.972|neutral;9|0.001-0.0-6.088-0.035-1.319-0.0-92.557|neutral;12|0.001-0.0-44.607-0.0-52.671-0.0-2.722|sad;15|0.002-0.0-27.108-0.006-59.084-0.0-13.8|sad;18|0.0-0.0-5.532-0.513-17.673-0.0-76.282|neutral;21|0.001-0.0-32.916-0.053-44.515-0.0-22.516|sad;24|0.001-0.0-23.484-0.013-59.714-0.0-16.787|sad;27|0.001-0.0-59.197-0.156-29.301-0.0-11.345|fear;30|0.001-0.0-72.57-0.01-24.678-0.0-2.741|fear;36|0.001-0.0-27.969-0.003-67.492-0.0-4.535|sad;39|0.001-0.0-41.057-0.052-49.186-0.0-9.704|sad;42|0.0-0.0-5.885-0.024-92.328-0.0-1.762|sad;45|0.002-0.0-17.907-0.001-81.042-0.0-1.048|sad;48|0.0-0.0-9.398-0.007-87.776-0.0-2.819|sad;,99.0,13,25,NW,Showers/rain,Weak,Moderate,Leiria,05:10:10,19:54:34,14:44:24,75,21,21,68,19,23,1.54,0,Morning
28/05/2023T20:15:56,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,neutral,6|0.024-0.0-0.0-8.778-0.009-0.0-91.189|neutral;9|12.186-0.0-0.001-4.887-0.034-0.001-82.891|neutral;12|64.158-0.0-0.079-0.032-1.126-0.004-34.601|angry;15|47.844-0.0-0.458-9.548-1.513-0.027-40.609|angry;18|7.758-0.0-0.016-76.668-0.099-0.027-15.432|happy;21|35.257-0.0-0.194-0.004-11.539-0.001-53.006|neutral;24|0.545-0.0-5.847-0.014-93.177-0.0-0.417|sad;27|0.001-0.0-0.0-0.026-0.035-0.0-99.939|neutral;,97.0,14,20,NW,Rain/showers,Weak,Moderate,Leiria,05:09:37,19:55:22,14:45:45,100,18,18,89,17,19,2.84,320,Evening
28/05/2023T20:19:44,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,fear,neutral,6|7.785-0.0-1.206-0.005-4.395-0.0-86.608|neutral;9|0.0-0.0-0.0-0.005-0.005-0.0-99.99|neutral;12|6.279-0.166-75.679-0.047-16.628-0.304-0.896|fear;15|13.518-0.027-49.818-0.644-34.324-0.998-0.671|fear;18|2.758-0.232-58.053-0.182-32.733-0.387-5.655|fear;21|0.75-0.0-0.528-4.596-2.119-0.009-91.997|neutral;24|8.229-0.197-59.338-0.231-30.876-0.66-0.47|fear;27|8.146-0.125-72.511-0.159-18.528-0.028-0.503|fear;30|20.824-0.036-60.852-0.337-16.252-1.288-0.411|fear;33|13.323-0.061-40.41-0.762-36.772-0.153-8.519|fear;36|10.061-0.151-67.555-0.139-19.438-0.091-2.565|fear;39|13.176-0.04-48.485-0.09-31.683-0.493-6.032|fear;42|2.637-0.069-87.09-0.105-9.558-0.117-0.424|fear;45|7.921-0.284-82.146-0.188-8.905-0.185-0.37|fear;,97.0,14,20,NW,Rain/showers,Weak,Moderate,Leiria,05:09:37,19:55:22,14:45:45,75,17,17,91,17,17,2.06,280,Evening
28/05/2023T20:20:38,neutral,Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,neutral,happy,6|7.785-0.0-1.206-0.005-4.395-0.0-86.608|neutral;9|0.0-0.0-0.0-0.005-0.005-0.0-99.99|neutral;12|6.279-0.166-75.679-0.047-16.628-0.304-0.896|fear;15|13.518-0.027-49.818-0.644-34.324-0.998-0.671|fear;18|2.758-0.232-58.053-0.182-32.733-0.387-5.655|fear;21|0.75-0.0-0.528-4.596-2.119-0.009-91.997|neutral;24|8.229-0.197-59.338-0.231-30.876-0.66-0.47|fear;27|8.146-0.125-72.511-0.159-18.528-0.028-0.503|fear;30|20.824-0.036-60.852-0.337-16.252-1.288-0.411|fear;33|13.323-0.061-40.41-0.762-36.772-0.153-8.519|fear;36|10.061-0.151-67.555-0.139-19.438-0.091-2.565|fear;39|13.176-0.04-48.485-0.09-31.683-0.493-6.032|fear;42|2.637-0.069-87.09-0.105-9.558-0.117-0.424|fear;45|7.921-0.284-82.146-0.188-8.905-0.185-0.37|fear;6|16.578-0.0-0.161-1.242-2.068-0.002-79.95|neutral;9|0.039-0.0-0.0-0.012-0.019-0.0-99.931|neutral;12|38.313-6.403-12.851-0.035-40.344-0.019-2.034|sad;15|11.429-2.057-17.235-1.031-6.548-0.532-61.168|neutral;18|0.098-0.0-0.036-18.688-0.165-0.003-81.01|neutral;21|1.457-0.0-1.42-0.183-1.038-0.86-95.041|neutral;24|0.002-0.0-0.0-97.696-0.005-0.0-2.298|happy;27|2.58-0.0-23.604-0.001-43.253-0.0-30.562|sad;30|0.504-0.0-0.003-52.794-0.186-0.001-46.512|happy;33|1.48-0.001-1.282-56.11-3.175-0.018-37.935|happy;36|9.656-0.0-0.319-2.887-3.947-0.001-83.19|neutral;39|0.032-0.0-0.0-1.05-0.037-0.0-98.88|neutral;42|0.01-0.0-0.001-67.57-0.193-0.0-32.225|happy;45|0.346-0.0-0.011-53.393-0.468-0.004-45.779|happy;48|0.642-0.0-87.759-0.0-5.947-0.0-5.652|fear;51|0.737-0.0-1.01-2.534-29.336-0.002-66.38|neutral;,97.0,14,20,NW,Rain/showers,Weak,Moderate,Leiria,05:09:37,19:55:22,14:45:45,75,17,17,91,17,17,2.06,280,Evening
